-1,0,1,1,20,6,6,22,11,55,0,0.0000000000,0.0000000000
1,1,1,1,20,6,6,22,14,2,3,46.7173347473,-116.9916076660
1,1,1,1,20,6,6,22,15,21,3,46.7174186706,-116.9916534423
1,1,1,1,20,6,6,22,16,44,4,46.7174606323,-116.9918975830
1,1,1,1,20,6,6,22,18,3,3,46.7173995971,-116.9917602539
1,1,1,1,20,6,6,22,19,38,4,46.7175712585,-116.9921569824
1,1,1,1,20,6,6,22,21,1,3,46.7173843383,-116.9917449951
1,1,1,1,20,6,6,22,22,56,3,46.7172241210,-116.9915771484
1,1,1,1,20,6,6,22,24,17,3,46.7173500061,-116.9916839599
1,1,1,1,20,6,6,22,25,38,4,46.7172431945,-116.9916076660
1,1,1,1,20,6,6,22,27,3,4,46.7173728942,-116.9917449951
1,1,1,1,20,6,6,22,28,29,4,46.7175025939,-116.9922409057
1,1,1,1,20,6,6,22,29,50,4,46.7172966003,-116.9914855957
1,1,1,1,20,6,6,22,31,11,4,46.7173461914,-116.9917678833
1,1,1,1,20,6,6,22,32,31,4,46.7172431945,-116.9914093017
1,1,1,1,20,6,6,22,33,54,4,46.7175483703,-116.9923248291
1,1,1,1,20,6,6,22,35,16,4,46.7173080444,-116.9916152954
1,1,1,1,20,6,6,22,36,45,4,46.7173690795,-116.9915771484
1,1,1,1,20,6,6,22,38,21,4,46.7171134948,-116.9913482666
1,1,1,1,20,6,6,22,39,47,4,46.7174072265,-116.9917678833
1,1,1,1,20,6,6,22,41,10,4,46.7171134948,-116.9913711547
1,1,1,1,20,6,6,22,42,37,4,46.7177810668,-116.9922714233
1,1,1,1,20,6,6,22,44,3,4,46.7174797058,-116.9917984008
1,1,1,1,20,6,6,22,45,29,4,46.7172660827,-116.9915695190
1,1,1,1,20,6,6,22,46,48,3,46.7174148559,-116.9917984008
1,1,1,1,20,6,6,22,48,10,4,46.7174415588,-116.9919738769
1,1,1,1,20,6,6,22,49,35,4,46.7170906066,-116.9914093017
1,1,1,1,20,6,6,22,50,59,4,46.7172431945,-116.9915161132
1,1,1,1,20,6,6,22,52,51,4,46.7176132202,-116.9920043945
1,1,1,1,20,6,6,22,54,25,4,46.7174644470,-116.9918975830
1,1,1,1,20,6,6,22,55,48,4,46.7173080444,-116.9917984008
1,1,1,1,20,6,6,22,57,9,4,46.7175445556,-116.9920501708
1,1,1,1,20,6,6,22,58,34,4,46.7173309326,-116.9919662475
1,1,1,1,20,6,6,23,0,0,4,46.7172851562,-116.9915924072
1,1,1,1,20,6,6,23,1,33,4,46.7179031372,-116.9925231933
1,1,1,1,20,6,6,23,3,1,4,46.7169609069,-116.9911422729
1,1,1,1,20,6,6,23,4,33,4,46.7174530029,-116.9918899536
1,1,1,1,20,6,6,23,6,2,4,46.7171821594,-116.9914855957
1,1,1,1,20,6,6,23,7,27,4,46.7171745300,-116.9913482666
1,1,1,1,20,6,6,23,9,4,4,46.7170753479,-116.9914627075
1,1,1,1,20,6,6,23,10,27,4,46.7173995971,-116.9917297363
1,1,1,1,20,6,6,23,12,19,4,46.7173919677,-116.9917297363
1,1,1,1,20,6,6,23,13,43,4,46.7169990539,-116.9912948608
1,1,1,1,20,6,6,23,15,12,4,46.7172660827,-116.9916839599
1,1,1,1,20,6,6,23,16,42,5,46.7173843383,-116.9917984008
1,1,1,1,20,6,6,23,18,27,5,46.7174644470,-116.9919509887
1,1,1,1,20,6,6,23,20,3,5,46.7175064086,-116.9920043945
1,1,1,1,20,6,6,23,21,59,4,46.7170295715,-116.9912109375
