Time (s),VP+ Power (W)
0,0.03803766058
0.1,0.002992110789
0.2,0.04168605445
0.3,0.04333810902
0.4,0.01772994773
0.5,0.02117884364
0.6,0.03251979946
0.7,0.04180834989
0.8,0.02917161533
0.9,0.0240094702
1,0.01323796589
1.1,-0.03571059805
1.2,0.0107336877
1.3,0.01961374017
1.4,0.02843473104
1.5,0.02437242944
1.6,0.03253567686
1.7,0.02512867234
1.8,0.02409394527
1.9,0.03070641114
2,0.03986275855
2.1,-0.002529423968
2.2,0.02516242383
2.3,0.01956452217
2.4,0.03721966038
2.5,0.02431129573
2.6,0.01591047458
2.7,0.006951072642
2.8,-0.0006978266795
2.9,0.02753942029
3,0.02878661237
3.1,0.03067431892
3.2,0.03401501055
3.3,0.02512560402
3.4,0.03064436618
3.5,0.02142597381
3.6,0.02094712379
3.7,0.04616282844
3.8,0.03380259771
3.9,0.01010827733
4,0.02183518485
4.1,0.0364229142
4.2,0.02333788569
4.3,0.01408559524
4.4,-0.005699651161
4.5,0.01406499404
4.6,0.02744731693
4.7,0.03256743167
4.8,0.02513787729
4.9,0.01643431522
5,0.03434850157
5.1,0.03615772213
5.2,0.02432148468
5.3,0.03622844002
5.4,0.02698335784
5.5,0.03378843685
5.6,0.01220758144
5.7,0.0464829952
5.8,0.0361754016
5.9,0.03984327701
6,0.02909856591
6.1,0.02510105749
6.2,0.04600050405
6.3,0.008533906082
6.4,0.02273177221
6.5,0.02180962147
6.6,0.0211433837
6.7,0.02323553558
6.8,0.02594507393
6.9,0.006679808943
7,0.01405125991
7.1,0.03071924803
7.2,0.0530521844
7.3,0.02119657361
7.4,0.02510105749
7.5,0.01776462426
7.6,0.02269366434
7.7,0.04910513763
7.8,0.03996016625
7.9,0.0527427191
8,0.02121430358
8.1,0.03062938981
8.2,0.01291595118
8.3,0.01324907602
8.4,0.006673283083
8.5,0.02587996831
8.6,0.01800074266
8.7,0.0217840581
8.8,0.02755093321
8.9,0.0227031913
9,0.04721438678
9.1,0.03599860689
9.2,0.02324690781
9.3,0.02405170773
9.4,0.02518390205
9.5,0.03305268319
9.6,0.02590167018
9.7,0.02880068771
9.8,0.01009981514
9.9,0.03248804465
10,0.01587940219
10.1,-0.02100938884
10.2,0.02750488153
10.3,0.01958092817
10.4,0.02507651095
10.5,0.01961374017
10.6,0.02838470857
10.7,0.02434186258
10.8,0.04357139911
10.9,0.03628147843
11,0.01013366391
11.1,0.03615772213
11.2,0.006673283083
11.3,-0.004135668484
11.4,0.03253567686
11.5,0.03805624109
11.6,0.01486523985
11.7,0.03250392206
11.8,0.03984327701
11.9,0.04331997626
12,0.01407872817
12.1,0.03434850157
12.2,0.0416511129
12.3,0.04162490674
12.4,0.03380259771
12.5,0.03800049957
12.6,0.04326557797
12.7,0.02885698905
12.8,0.03070427166
12.9,0.03242453504
13,0.02276035311
13.1,0.03062938981
13.2,0.03248804465
13.3,0.02118770862
13.4,0.01958229533
13.5,0.02881476304
13.6,0.03377427599
13.7,0.03067431892
13.8,0.02889921506
13.9,0.03065934255
14,0.03697845354
14.1,0.02175849472
14.2,0.02622210062
14.3,0.02745882985
14.4,0.03380259771
14.5,0.02840138273
14.6,0.02783456781
14.7,0.02507651095
14.8,0.03945155993
14.9,0.03889334176
15,0.0240094702
15.1,0.002994302082
15.2,0.0148590228
15.3,0.02687796342
15.4,0.02619134729
15.5,0.03889334176
15.6,0.02328102452
15.7,0.01591824268
15.8,0.01011673952
15.9,0.04173497263
16,0.02374506877
16.1,0.01958708042
16.2,0.03949788312
16.3,0.007149674291
16.4,0.01516783775
16.5,0.01591047458
16.6,0.02438261839
16.7,-0.0006971442689
16.8,0.008541044306
16.9,0.03621076055
17,0.01012943281
17.1,0.008531050793
17.2,0.002990649926
17.3,0.01034364297
17.4,-0.01726592263
17.5,0.01644119425
17.6,0.04534942469
17.7,0.01954401467
17.8,0.00537946492
17.9,0.02325828005
18,0.03539760605
18.1,0.01406499404
18.2,0.03748473947
18.3,0.01034364297
18.4,0.002992110789
18.5,0.01586386599
18.6,0.02906204119
18.7,-0.009169219753
18.8,0.02507344263
18.9,0.02406578691
19,0.03374595428
19.1,0.0251746971
19.2,0.04397465711
19.3,0.02374506877
19.4,0.01515005931
19.5,0.005374974633
19.6,0.02888513972
19.7,0.02435205154
19.8,0.004832867538
19.9,0.01407186111
20,0.02433167363
20.1,0.03431494469
20.2,0.006951072642
20.3,0.02502741788
20.4,0.008503568632
20.5,0.03694748389
20.6,0.02697018353
20.7,0.02593422299
20.8,0.03505205567
20.9,0.04015695731
21,0.02119657361
21.1,0.04193064532
21.2,0.03251979946
21.3,0.02881476304
21.4,0.02273177221
21.5,0.01954401467
21.6,0.008503568632
21.7,0.01327129628
21.8,0.008516060523
21.9,0.01223144556
22,0.01644119425
22.1,0.0305844607
22.2,0.03062938981
22.3,0.0290742161
22.4,0.03788901654
22.5,0.02586911738
22.6,0.0287584617
22.7,0.004832867538
22.8,0.002199808793
22.9,0.02326965228
23,0.01963014617
23.1,0.01407529464
23.2,0.02511333076
23.3,0.01799320165
23.4,0.006686334803
23.5,0.01035883796
23.6,0.02589081925
23.7,0.02323553558
23.8,0.02751639445
23.9,0.03240865764
24,0.03426460938
24.1,0.04910513763
24.2,0.02510105749
24.3,0.03258330908
24.4,0.01645495232
24.5,0.01405125991
24.6,0.019620576
24.7,0.02594507393
24.8,0.02183518485
24.9,0.00851293755
25,0.02328102452
25.1,0.03067431892
25.2,0.02904986629
25.3,0.02511333076
25.4,0.03059943707
25.5,0.02333788569
25.6,0.04640516829
25.7,0.02889921506
25.8,0.01009558404
25.9,0.03263094129
26,0.02511333076
26.1,0.04721438678
26.2,0.0148590228
26.3,0.0462710447
26.4,0.02271271827
26.5,0.02691748632
26.6,0.03052455522
26.7,0.02896464196
26.8,0.01644119425
26.9,0.02395315349
27,0.02747034277
27.1,0.005354768339
27.2,0.01960143567
27.3,0.01954811617
27.4,0.008512491411
27.5,0.01594931508
27.6,0.04737598649
27.7,0.03702490801
27.8,0.02326965228
27.9,0.01644807329
28,0.008520224487
28.1,0.02697018353
28.2,0.03431494469
28.3,0.006656968433
28.4,0.02425016202
28.5,0.01958229533
28.6,0.01591047458
28.7,0.02124089853
28.8,0.01642743619
28.9,0.004844677019
29,0.02586911738
29.1,0.008528552415
29.2,0.04721438678
29.3,0.01482172051
29.4,0.02146785861
29.5,0.01963014617
29.6,0.03247216725
29.7,0.0381119826
29.8,0.02510105749
29.9,0.01958913117
30,0.02412210362
30.1,0.01680855901
30.2,0.008516060523
30.3,0.02586911738
30.4,0.02147832981
30.5,0.03700942319
30.6,0.03626379896
30.7,0.02748185569
30.8,-0.004394097925
30.9,0.03614004266
31,0.008555320754
31.1,0.019563155
31.2,0.04177777603
31.3,0.05087505391
31.4,0.01011673952
31.5,0.03438205844
31.6,0.02511333076
31.7,0.01952350717
31.8,0.01955358483
31.9,-0.0009614833919
32,0.01957272517
32.1,0.03728525271
32.2,0.03803766058
32.3,0.04646353847
32.4,0.02324690781
32.5,0.0307449218
32.6,0.03284072274
32.7,0.03066308664
32.8,0.002983345615
32.9,0.02139456021
33,0.02903769139
33.1,0.02238603906
33.2,0.01742251251
33.3,0.02332651345
33.4,0.006686334803
33.5,0.02789587949
33.6,0.0417268196
33.7,0.01958229533
33.8,0.004823419954
33.9,0.01954811617
34,0.004821058058
34.1,0.04482630675
34.2,0.06017261468
34.3,0.03261506388
34.4,0.03631683737
34.5,0.03248804465
34.6,0.003774323642
34.7,0.02323553558
34.8,0.03068073736
34.9,0.04905716422
35,0.02906204119
35.1,0.05268082604
35.2,0.04184911503
35.3,0.03694748389
35.4,0.03980431394
35.5,0.02586911738
35.6,0.01294631811
35.7,0.03340580191
35.8,0.02625285395
35.9,0.02439280735
36,0.03690102942
36.1,0.02620672395
36.2,0.0122016154
36.3,0.01773861686
36.4,0.02116111367
36.5,0.02894144106
36.6,0.0244233742
36.7,0.03245628985
36.8,-0.0006964618583
36.9,0.02690431202
37,0.01167021448
37.1,0.01772994773
37.2,0.01956124097
37.3,0.01592601078
37.4,0.01591824268
37.5,0.01327129628
37.6,0.04174720217
37.7,0.02747034277
37.8,0.01772127859
37.9,0.03065934255
38,0.03700942319
38.1,0.006683071873
38.2,0.01951530417
38.3,0.01642055716
38.4,0.02182240316
38.5,0.04331997626
38.6,0.02116997866
38.7,0.008516060523
38.8,0.04166567188
38.9,0.03253567686
39,0.02234508262
39.1,0.01297668505
39.2,0.03339355597
39.3,0.04024485098
39.4,0.02841805688
39.5,0.03370347171
39.6,0.01960143567
39.7,0.02513787729
39.8,0.03480114459
39.9,0.03515488877
40,0.008498214964
40.1,0.01772994773
40.2,0.01591824268
40.3,0.03381675856
40.4,0.01224337762
40.5,0.006939444131
40.6,0.03436528
40.7,0.03062938981
40.8,0.03082408262
40.9,0.03436528
41,0.005357013482
41.1,0.006289930523
