Time (s),VP+ Power (W),
906.1,-0.000698168,
906.2,-0.004383382,
906.3,0.010358838,
906.4,0.021143384,
906.5,0.036263799,
906.6,0.008516061,
906.7,0.017747286,
906.8,0.010099815,
906.9,0.001144391,
907,0.002986267,
907.1,0.006942351,
907.2,-0.00253812,
907.3,0.008530337,
907.4,0.024037629,
907.5,0.019630146,
907.6,-0.032025043,
907.7,0.012671597,
907.8,-0.000329271,
907.9,-0.002535946,
908,0.010318318,
908.1,0.014037526,
908.2,0.012201615,
908.3,0.00851963,
908.4,0.010358838,
908.5,-0.011754491,
908.6,-0.004771454,
908.7,0.010348708,
908.8,0.001144951,
908.9,-0.002541669,
909,-0.008092608,
909.1,0.002995033,
909.2,-0.007276124,
909.3,0.014078728,
909.4,-0.002541669,
909.5,-0.006241381,
909.6,0.019601436,
909.7,0.010091353,
909.8,0.010384163,
909.9,0.010065966,
910,0.017781963,
910.1,-0.000961081,
910.2,0.019649287,
910.3,0.021425974,
910.4,0.010368968,
910.5,0.005350278,
910.6,-0.024629824,
910.7,0.003783823,
910.8,-0.000329271,
910.9,0.004371414,
911,0.002989189,
911.1,-0.004387668,
911.2,0.019572725,
911.3,-0.013597269,
911.4,0.00114663,
911.5,0.008508922,
911.6,0.01958708,
911.7,-0.011754491,
911.8,-0.008064991,
911.9,0.018068612,
912,0.015910475,
912.1,0.002989189,
912.2,0.005352523,
912.3,0.017721279,
912.4,0.003782239,
912.5,0.019630146,
912.6,0.012961502,
912.7,-0.011748744,
912.8,-0.005706817,
912.9,0.004830506,
913,0.01639992,
913.1,-0.006232248,
913.2,-0.005692485,
913.3,0.000223398,
913.4,0.029258032,
913.5,0.019611006,
913.6,0.008522306,
913.7,0.004832868,
913.8,-0.002544863,
913.9,0.032567432,
914,0.018008284,
914.1,0.012213547,
914.2,0.036193081,
914.3,0.010108277,
914.4,0.014106196,
914.5,0.004828144,
914.6,-0.004743573,
914.7,-0.015189514,
914.8,-0.002544331,
914.9,0.023337886,
915,0.018106317,
915.1,0.014099329,
915.2,0.017721279,
915.3,0.011684894,
915.4,-0.015455145,
915.5,0.004830506,
915.6,0.003782239,
915.7,0.014044393,
915.8,0.019639716,
915.9,0.000619998,
916,0.026917486,
916.1,0.025088784,
916.2,0.003780656,
916.3,-0.00253812,
916.4,0.006692861,
916.5,-0.013597269,
916.6,0.006683072,
916.7,-0.013597269,
916.8,0.01780797,
916.9,0.008528552,
917,-0.002540604,
917.1,0.000618702,
917.2,0.026096987,
917.3,0.019544015,
917.4,0.018000743,
917.5,-0.00916922,
917.6,-0.002542734,
917.7,0.002992111,
917.8,0.026970184,
917.9,0.02139456,
918,-0.00069885,
918.1,0.034449172,
918.2,-0.010425098,
918.3,0.002992111,
918.4,-0.007294428,
918.5,-0.015440046,
918.6,-0.002545573,
918.7,-0.002530666,
918.8,0.015432133,
918.9,0.01222548,
919,0.016434315,
919.1,0.004842315,
919.2,0.004093395,
919.3,-0.004116674,
919.4,0.036978454,
919.5,-0.004396241,
919.6,0.019589131,
919.7,-0.008080772,
919.8,0.025137877,
919.9,-0.002545573,
920,0.006956887,
920.1,0.008524388,
920.2,0.000617925,
920.3,-0.000698509,
920.4,-0.002539362,
920.5,0.017764624,
920.6,0.013282406,
920.7,0.038149144,
920.8,0.008516061,
920.9,0.012219513,
921,-0.00253812,
921.1,0.011699573,
921.2,0.036157722,
921.3,0.014085595,
921.4,0.013299072,
921.5,0.010384163,
921.6,0.015980387,
921.7,-0.013623863,
921.8,0.021436445,
921.9,0.019591866,
922,0.017947956,
922.1,0.002984806,
922.2,0.002984806,
922.3,0.032222412,
922.4,0.026996532,
922.5,-0.000962289,
922.6,0.01075257,
922.7,0.002983346,
922.8,0.004844677,
922.9,-0.002548058,
923,-0.000697827,
923.1,-0.010442596,
923.2,-0.004398384,
923.3,0.017729948,
923.4,0.008524388,
923.5,0.027481856,
923.6,0.004842315,
923.7,0.005751894,
923.8,0.025945074,
923.9,0.012219513,
924,-0.000698509,
924.1,0.025966776,
924.2,0.014058127,
924.3,0.004830506,
924.4,-0.005699651,
924.5,-0.002535635,
924.6,-0.006226159,
924.7,0.001886479,
924.8,0.004828144,
924.9,-0.007294428,
925,0.015902706,
925.1,-0.000696803,
925.2,0.010082891,
925.3,0.010328448,
925.4,0.015910475,
925.5,0.01169468,
925.6,0.006683072,
925.7,0.006315825,
925.8,0.008524388,
925.9,0.019563155,
926,0.004830506,
926.1,0.022760353,
926.2,-0.013629181,
926.3,-0.006684401,
926.4,0.01584833,
926.5,-0.008076827,
926.6,0.00061948,
926.7,-0.009931099,
926.8,0.010368968,
926.9,0.021488801,
927,-0.000961886,
927.1,0.004842315,
927.2,0.03062939,
927.3,-0.002540604,
927.4,0.012231446,
927.5,0.008506067,
927.6,-0.016343435,
927.7,0.008516061,
927.8,-0.013602967,
927.9,0.023246908,
928,0.017738617,
928.1,0.008505353,
928.2,0.00667002,
928.3,0.019572725,
928.4,0.010104046,
928.5,0.026970184,
928.6,0.006942351,
928.7,-0.002540604,
928.8,-0.013597269,
928.9,0.023292397,
929,0.002197966,
929.1,0.01222548,
929.2,-0.009935946,
929.3,0.013276851,
929.4,0.002983346,
929.5,0.00114663,
929.6,0.011670214,
929.7,0.004828144,
929.8,0.019515304,
929.9,-0.013623863,
930,0.006673283,
930.1,-0.002543089,
930.2,0.008508922,
930.3,0.019630146,
930.4,0.018030907,
930.5,0.012207581,
930.6,0.012201615,
930.7,0.014044393,
930.8,-0.002544331,
930.9,0.017755955,
931,-0.004121854,
931.1,0.014037526,
931.2,0.006683072,
931.3,-0.017257472,
931.4,0.019580928,
931.5,0.006676546,
931.6,0.010104046,
931.7,0.030734224,
931.8,0.047422158,
931.9,0.022788934,
932,-0.000699192,
932.1,-0.006235292,
932.2,-0.01911625,
932.3,0.010108277,
932.4,0.006945258,
932.5,0.004835229,
932.6,0.015863866,
932.7,0.025150151,
932.8,-0.002555511,
932.9,0.006939444,
933,0.014023792,
933.1,-0.00622007,
933.2,0.014821721,
933.3,0.021446916,
933.4,0.028828838,
933.5,0.002193361,
933.6,0.030599437,
933.7,0.017747286,
933.8,-0.019125601,
933.9,0.006942351,
934,-0.006223115,
934.1,0.016427436,
934.2,0.010363903,
934.3,-0.006217026,
934.4,0.010104046,
934.5,0.014037526,
934.6,0.002986267,
934.7,-0.008862411,
934.8,-0.013617214,
934.9,-0.022800002,
935,-0.032040702,
935.1,0.004830506,
935.2,0.003783823,
935.3,-0.004383382,
935.4,0.00377749,
935.5,0.025858266,
935.6,0.010733688,
935.7,-0.000699874,
935.8,0.019572725,
935.9,0.008523199,
936,0.006689598,
936.1,-0.015447596,
936.2,-0.004127035,
936.3,-0.006238336,
936.4,0.00537722,
936.5,-0.013610566,
936.6,0.01007866,
936.7,0.035237155,
936.8,0.041716628,
936.9,0.002195203,
937,0.016434315,
937.1,-0.013597269,
937.2,0.012680884,
937.3,0.017402139,
937.4,0.01780797,
937.5,0.036246119,
937.6,-0.008074854,
937.7,0.017721279,
937.8,0.021835185,
937.9,0.006312126,
938,-0.000697485,
938.1,-0.010442596,
938.2,0.019639716,
938.3,0.029074216,
938.4,0.045305055,
938.5,0.034298166,
938.6,0.003775907,
938.7,-0.019078843,
938.8,0.034382058,
938.9,-0.000698168,
939,0.002199809,
939.1,0.025137877,
939.2,0.025912521,
939.3,-0.000696121,
939.4,0.002992111,
939.5,0.02427054,
939.6,0.012189683,
939.7,-0.015144989,
939.8,-0.017299725,
939.9,0.003796488,
940,-0.021503895,
940.1,0.010739982,
940.2,0.017764624,
940.3,0.000619998,
940.4,-0.012022782,
940.5,-0.020255009,
940.6,0.008516061,
940.7,0.014058127,
940.8,-0.002549548,
940.9,0.041767585,
941,0.002983346,
941.1,0.010091353,
941.2,0.005350278,
941.3,-0.013603917,
941.4,-0.019134953,
941.5,0.012189683,
941.6,0.017747286,
941.7,0.008523199,
941.8,0.011305046,
941.9,0.006679809,
942,-0.004381238,
942.1,0.024352052,
942.2,0.023315141,
942.3,0.021436445,
942.4,-0.006229203,
942.5,-0.000962692,
942.6,0.025199244,
942.7,0.006939444,
942.8,0.019591866,
942.9,0.023281025,
943,0.014859023,
943.1,0.015871634,
943.2,0.022731772,
943.3,-0.002540604,
943.4,-0.000697485,
943.5,0.011689787,
943.6,0.004835229,
943.7,0.017721279,
943.8,0.006936537,
943.9,-0.017282824,
944,0.005370484,
944.1,0.004839953,
944.2,0.00667002,
944.3,0.000619739,
944.4,0.034969789,
944.5,0.027470343,
944.6,0.002981885,
944.7,-0.006226159,
944.8,0.010394293,
944.9,0.005751894,
945,-0.001158521,
945.1,-0.006229203,
945.2,-0.006232248,
945.3,0.014827938,
945.4,0.019572725,
945.5,0.023235536,
945.6,-0.000961081,
945.7,0.008520224,
945.8,0.004844677,
945.9,0.027906098,
946,0.034331723,
946.1,0.014037526,
946.2,0.02436224,
946.3,-0.011725754,
946.4,-0.008862411,
946.5,-0.020947873,
946.6,0.006683072,
946.7,0.014821721,
946.8,-0.002534393,
946.9,0.002981154,
947,-0.011754491,
947.1,-0.004374808,
947.2,-0.002541846,
947.3,0.011675108,
947.4,0.00114663,
947.5,0.01961374,
947.6,0.008516061,
947.7,0.008523199,
947.8,0.017790632,
947.9,-0.010904611,
948,0.012219513,
948.1,0.015150059,
948.2,0.030584461,
948.3,0.010708511,
948.4,0.016406799,
948.5,0.034398837,
948.6,-0.000698168,
948.7,0.036947484,
948.8,0.017729948,
948.9,0.019716278,
949,-0.001160645,
949.1,0.003774324,
949.2,0.019572725,
949.3,0.019563155,
949.4,0.02753942,
949.5,0.008524388,
949.6,0.00114663,
949.7,-0.010429472,
949.8,0.01588717,
949.9,-0.000328692,
950,0.026917486,
950.1,0.008545208,
950.2,0.000616629,
950.3,-0.006217026,
950.4,-0.00570204,
950.5,-0.000697827,
950.6,-0.011742997,
950.7,-0.002540604,
950.8,0.008541044,
950.9,0.000223562,
951,-0.009911714,
951.1,-0.004128761,
951.2,0.021232034,
951.3,0.038037661,
951.4,0.018023366,
951.5,0.002989189,
951.6,-0.024726261,
951.7,0.002987728,
951.8,0.00667002,
951.9,0.01131332,
952,0.008520224,
952.1,0.017764624,
952.2,0.022807988,
952.3,0.006689598,
952.4,0.019649287,
952.5,0.022731772,
952.6,-0.0080571,
952.7,0.012159853,
952.8,0.008526768,
952.9,0.015972619,
953,0.014044393,
953.1,0.00220073,
953.2,0.019611006,
953.3,0.01486524,
953.4,0.008507733,
953.5,-0.008053155,
953.6,0.016427436,
953.7,0.023326513,
953.8,0.026904312,
953.9,0.022741299,
954,-0.013617214,
954.1,0.001144951,
954.2,0.008520224,
954.3,0.006939444,
954.4,-0.000962692,
954.5,0.010363903,
954.6,-0.004374808,
954.7,0.01169468,
954.8,-0.002543089,
954.9,-0.002543798,
955,0.027022881,
955.1,0.019538273,
955.2,0.008512938,
955.3,0.028688085,
955.4,0.002993572,
955.5,0.019589131,
955.6,-0.004391955,
955.7,0.023281025,
955.8,0.021169979,
955.9,0.004837591,
956,0.002998685,
956.1,-0.002541669,
956.2,0.012201615,
956.3,0.00667002,
956.4,0.017955497,
956.5,-0.002544331,
956.6,0.021161114,
956.7,0.019572725,
956.8,0.006673283,
956.9,0.010348708,
957,0.019644501,
957.1,0.014085595,
957.2,0.006699387,
957.3,-0.013620063,
957.4,0.010384163,
957.5,0.006951073,
957.6,0.021405031,
957.7,0.002987728,
957.8,0.002207178,
957.9,0.02147833,
958,0.016833215,
958.1,0.008511897,
958.2,0.017985661,
958.3,0.03062939,
958.4,0.011684894,
958.5,0.006673283,
958.6,0.025966776,
958.7,0.017412326,
958.8,0.002199809,
958.9,0.021509743,
959,0.008553536,
959.1,0.006705912,
959.2,0.030644366,
959.3,0.021196574,
959.4,0.014078728,
959.5,0.010379098,
959.6,0.002194282,
959.7,0.021134519,
959.8,-0.004394098,
959.9,-0.000699533,
960,-0.009940792,
960.1,0.030616553,
960.2,0.010363903,
960.3,-0.005699651,
960.4,-0.004385525,
960.5,0.02325828,
960.6,0.027022881,
960.7,0.005363749,
960.8,0.00114831,
960.9,0.032472167,
961,0.015150059,
961.1,-0.000960275,
961.2,-0.002546815,
961.3,-0.004376952,
961.4,-0.007288327,
961.5,0.027504882,
961.6,-0.008068936,
961.7,-0.006213982,
961.8,0.011670214,
961.9,0.019699051,
962,0.028601473,
962.1,0.017677933,
962.2,0.02325828,
962.3,-0.000696462,
962.4,0.00851963,
962.5,0.005361504,
962.6,0.010338578,
962.7,0.016427436,
962.8,0.019630146,
962.9,0.017729948,
963,0.011305046,
963.1,0.004832868,
963.2,0.002202572,
963.3,0.010099815,
963.4,0.006676546,
963.5,0.013299072,
963.6,0.028730311,
963.7,0.010353773,
963.8,0.019597334,
963.9,-0.011788976,
964,-0.008092608,
964.1,0.023383375,
964.2,0.003782239,
964.3,0.001142152,
964.4,-0.006241381,
964.5,-0.019907016,
964.6,-0.000960275,
964.7,-0.000329271,
964.8,0.01007866,
964.9,0.023246908,
965,-0.000328498,
965.1,0.004825782,
965.2,0.021405031,
965.3,0.006939444,
965.4,0.004837591,
965.5,-0.000962289,
965.6,0.012219513,
965.7,0.014044393,
965.8,0.014883891,
965.9,0.027036055,
966,0.036104684,
966.1,0.017781963,
966.2,-0.021539929,
966.3,0.008524388,
966.4,0.014859023,
966.5,0.014834155,
966.6,0.015933779,
966.7,-0.002539362,
966.8,-0.010451346,
966.9,-0.006217026,
967,-0.013627187,
967.1,0.00114607,
967.2,0.017993202,
967.3,0.006683072,
967.4,0.015918243,
967.5,0.010353773,
967.6,0.021187709,
967.7,0.013260186,
967.8,0.001143271,
967.9,0.034398837,
968,0.019630146,
968.1,-0.000960678,
968.2,-0.012037892,
968.3,-0.008064991,
968.4,0.015894938,
968.5,0.021436445,
968.6,0.002198888,
968.7,0.006686335,
968.8,-0.009892328,
968.9,0.025869117,
969,0.000223234,
969.1,-0.009926253,
969.2,0.014064994,
969.3,0.010129433,
969.4,0.012195649,
969.5,-0.008064991,
969.6,0.022741299,
969.7,0.012177751,
969.8,0.041849115,
969.9,0.006686335,
970,0.033516015,
970.1,0.008553536,
970.2,-0.000961483,
970.3,0.002986267,
970.4,-0.011731502,
970.5,0.011684894,
970.6,-0.000697827,
970.7,-0.002543798,
970.8,0.021758495,
970.9,-0.019915363,
971,-0.006229203,
971.1,-0.035710598,
971.2,0.014016925,
971.3,0.016420557,
971.4,0.012219513,
971.5,0.003788572,
971.6,0.001142152,
971.7,0.01639992,
971.8,0.019572725,
971.9,0.008545208,
972,-0.019153656,
972.1,0.010348708,
972.2,0.021467859,
972.3,-0.000963095,
972.4,-0.008076827,
972.5,0.015894938,
972.6,0.002197966,
972.7,0.006683072,
972.8,0.012219513,
972.9,-0.00253741,
973,-0.000697827,
973.1,0.019572725,
973.2,-0.021458852,
973.3,0.019553585,
973.4,0.002986267,
973.5,0.016427436,
973.6,0.001143831,
973.7,-0.015138628,
973.8,0.012923543,
973.9,0.01958708,
974,0.001888687,
974.1,0.04172682,
974.2,0.017686602,
974.3,0.01961374,
974.4,-0.008072882,
974.5,0.008530337,
974.6,0.02187353,
974.7,0.00220073,
974.8,-0.017274373,
974.9,-0.009911714,
975,0.009912663,
975.1,0.052820085,
975.2,0.002193361,
975.3,0.00220073,
975.4,0.02179684,
975.5,0.003775907,
975.6,0.026943835,
975.7,0.00482342,
975.8,0.000617665,
975.9,0.01222548,
976,0.027585472,
976.1,-0.005308661,
976.2,0.012219513,
976.3,-0.005711595,
976.4,0.00114887,
976.5,-0.006235292,
976.6,-0.012027819,
976.7,-0.004121854,
976.8,0.001145511,
976.9,0.004839953,
977,0.014834155,
977.1,0.025248337,
977.2,0.00576455,
977.3,0.024108024,
977.4,0.022369656,
977.5,0.012237412,
977.6,-0.004114947,
977.7,-0.018019935,
977.8,0.011689787,
977.9,-0.011754491,
978,0.017755955,
978.1,0.008522306,
978.2,-0.007297479,
978.3,0.019556319,
978.4,0.021509743,
978.5,-0.011760239,
978.6,0.002191518,
978.7,0.010358838,
978.8,-0.012037892,
978.9,0.008528552,
979,0.019572725,
979.1,0.004816334,
979.2,0.02601018,
979.3,0.028871064,
979.4,0.006673283,
979.5,0.002980424,
979.6,0.011660428,
979.7,0.010368968,
979.8,0.01169468,
979.9,0.028800688,
980,0.011719145,
980.1,0.002983346,
980.2,0.005361504,
980.3,-0.00253812,
980.4,0.021152249,
980.5,0.00114663,
980.6,-0.012012709,
980.7,-0.006210937,
980.8,0.012961502,
980.9,0.021169979,
981,0.014821721,
981.1,0.002992111,
981.2,0.002987728,
981.3,0.019556319,
981.4,0.015949315,
981.5,0.027009706,
981.6,-0.000962692,
981.7,0.02147833,
981.8,0.006939444,
981.9,0.024079866,
982,0.019572725,
982.1,0.001144951,
982.2,-0.015417398,
982.3,-0.018312785,
982.4,0.00853688,
982.5,-0.002543089,
982.6,-0.002544331,
982.7,0.00377749,
982.8,-0.004381238,
982.9,-0.002539362,
983,0.010099815,
983.1,0.022336891,
983.2,-0.008080772,
983.3,-0.004379095,
983.4,-0.008061046,
983.5,-0.01359157,
983.6,-0.002541669,
983.7,0.01514117,
983.8,0.015194505,
983.9,0.004105404,
984,0.014037526,
984.1,0.006679809,
984.2,0.000617665,
984.3,-0.004387668,
984.4,0.008532716,
984.5,0.002987728,
984.6,0.010348708,
984.7,0.015926011,
984.8,-0.008068936,
984.9,0.010095584,
985,0.021415503,
985.1,0.00188427,
985.2,0.004832868,
985.3,-0.009911714,
985.4,-0.000697827,
985.5,-0.000960678,
985.6,0.018023366,
985.7,-0.0153872,
985.8,0.006666757,
985.9,0.010104046,
986,0.017712609,
986.1,-0.016409435,
986.2,0.008528552,
986.3,-0.010442596,
986.4,0.006308427,
986.5,0.003780656,
986.6,0.001150549,
986.7,0.010363903,
986.8,0.025912521,
986.9,0.019597334,
987,0.002989189,
987.1,0.004830506,
987.2,-0.002543089,
987.3,0.024209406,
987.4,0.008532716,
987.5,0.00377749,
987.6,-0.004374808,
987.7,0.010368968,
987.8,0.008528552,
987.9,0.005352523,
988,0.00114887,
988.1,0.038186305,
988.2,0.013276851,
988.3,0.003769574,
988.4,0.002989189,
988.5,-0.000698509,
988.6,0.008520224,
988.7,0.002205336,
988.8,-0.008096554,
988.9,-0.019097546,
989,0.011704466,
989.1,0.008532716,
989.2,0.014044393,
989.3,-0.00253741,
989.4,-0.002543089,
989.5,0.021169979,
989.6,0.017738617,
989.7,0.00114607,
989.8,-0.000959872,
989.9,0.001141592,
990,-0.0088884,
990.1,-0.019139628,
990.2,0.014092462,
990.3,0.006927816,
990.4,0.017738617,
990.5,-0.000696462,
990.6,0.019605537,
990.7,0.030599437,
990.8,0.015933779,
990.9,-0.01359062,
991,0.013249076,
991.1,0.019644501,
991.2,-0.000699192,
991.3,0.010379098,
991.4,-0.007263921,
991.5,0.024065787,
991.6,0.016454952,
991.7,0.024321485,
991.8,0.015918243,
991.9,0.011689787,
992,0.046298099,
992.1,0.033467032,
992.2,0.017422513,
992.3,0.013260186,
992.4,-0.008084718,
992.5,-0.010446971,
992.6,0.003780656,
992.7,0.012219513,
992.8,0.028814763,
992.9,0.012165819,
993,0.029037691,
993.1,0.002992111,
993.2,0.00114607,
993.3,0.004837591,
993.4,-0.013637159,
993.5,-0.012017745,
993.6,-0.004383382,
993.7,0.002199809,
993.8,0.017738617,
993.9,-0.011731502,
994,-0.000961081,
994.1,-0.004387668,
994.2,0.001140472,
994.3,0.00114607,
994.4,-0.002543089,
994.5,-0.004123581,
994.6,0.002191518,
994.7,0.017773293,
994.8,0.017781963,
994.9,-0.00410804,
995,0.019544015,
995.1,0.002196124,
995.2,0.00114607,
995.3,0.008520224,
995.4,0.000618702,
995.5,0.00629363,
995.6,0.005760332,
995.7,0.04180835,
995.8,0.006951073,
995.9,0.014085595,
996,0.024331674,
996.1,0.013293517,
996.2,0.03062939,
996.3,0.008499405,
996.4,0.002201651,
996.5,0.014044393,
996.6,0.012231446,
996.7,-0.00253741,
996.8,-0.009179986,
996.9,0.013276851,
997,0.004830506,
997.1,0.014809286,
997.2,-0.019013383,
997.3,0.00114831,
997.4,0.016448073,
997.5,0.010348708,
997.6,-0.021512904,
997.7,0.00667002,
997.8,0.006673283,
997.9,0.010146357,
998,-0.009892328,
998.1,0.023212791,
998.2,0.002983346,
998.3,0.001143831,
998.4,-0.002542734,
998.5,0.010758865,
998.6,0.022741299,
998.7,0.006927816,
998.8,0.001877645,
998.9,0.029110741,
999,0.010368968,
999.1,-0.000697485,
999.2,0.019615791,
999.3,0.014044393,
999.4,0.010112508,
999.5,0.015902706,
999.6,0.015933779,
999.7,0.005368239,
999.8,-0.002539362,
999.9,-0.002538475,
1000,-0.011760239,
1000.1,0.005365994,
1000.2,0.015933779,
1000.3,0.006968515,
1000.4,0.021541157,
1000.5,0.017729948,
1000.6,0.00299065,
1000.7,0.01639992,
1000.8,-0.000696121,
1000.9,0.015817257,
1001,-0.010486343,
1001.1,0.02325828,
1001.2,0.008522306,
1001.3,0.026237477,
1001.4,-0.004128761,
1001.5,0.010112508,
1001.6,-0.002534641,
1001.7,0.006919094,
1001.8,0.030659343,
1001.9,0.019544015,
1002,0.01805353,
1002.1,-0.000696462,
1002.2,0.003779073,
1002.3,0.069327716,
1002.4,0.002986267,
1002.5,0.015871634,
1002.6,0.006948166,
1002.7,-0.006226159,
1002.8,0.002997954,
1002.9,0.010108277,
1003,-0.008076827,
1003.1,0.010087122,
1003.2,0.012976685,
1003.3,0.000223726,
1003.4,0.030689295,
1003.5,-0.011987525,
1003.6,0.005354768,
1003.7,0.017781963,
1003.8,0.015894938,
1003.9,-0.007282225,
1004,0.008499405,
1004.1,0.017970579,
1004.2,-0.00991656,
1004.3,0.023190047,
1004.4,0.004830506,
1004.5,0.00061948,
1004.6,-0.000696121,
1004.7,-0.000696803,
1004.8,0.003782239,
1004.9,0.004832868,
1005,0.012231446,
1005.1,0.006936537,
1005.2,0.01953171,
1005.3,-0.002535635,
1005.4,0.018061071,
1005.5,-0.000700215,
1005.6,0.006936537,
1005.7,-0.000699192,
1005.8,0.011719145,
1005.9,0.00114663,
1006,0.003766408,
1006.1,0.01405126,
1006.2,0.025150151,
1006.3,0.014054693,
1006.4,0.021405031,
1006.5,-0.007279175,
1006.6,0.004832868,
1006.7,0.004832868,
1006.8,0.014071861,
1006.9,0.025966776,
1007,0.025064238,
1007.1,-0.010429472,
1007.2,-0.009935946,
1007.3,-0.002533151,
1007.4,-0.000695438,
1007.5,0.008498215,
1007.6,0.006692861,
1007.7,0.017932874,
1007.8,-0.002540604,
1007.9,-0.019097546,
1008,0.011670214,
1008.1,-0.022833463,
1008.2,0.006689598,
1008.3,0.003000876,
1008.4,-0.009902021,
1008.5,-0.006253558,
1008.6,0.006679809,
1008.7,-0.004123581,
1008.8,-0.020243138,
1008.9,0.002998685,
1009,0.041849115,
1009.1,0.018038448,
1009.2,0.015926011,
1009.3,0.047214387,
1009.4,0.010363903,
1009.5,0.000620257,
1009.6,-0.000698509,
1009.7,0.017755955,
1009.8,0.006660231,
1009.9,0.01958708,
1010,0.01295391,
1010.1,0.01007866,
1010.2,0.024341863,
1010.3,0.026943835,
1010.4,-0.002545928,
1010.5,0.008528552,
1010.6,0.015902706,
1010.7,0.008533906,
1010.8,0.008541044,
1010.9,0.011704466,
1011,-0.006229203,
1011.1,0.014071861,
1011.2,0.012219513,
1011.3,0.010727393,
1011.4,0.00695398,
1011.5,-0.01359062,
1011.6,-0.012017745,
1011.7,-0.015455145,
1011.8,0.004828144,
1011.9,0.005363749,
1012,0.010384163,
1012.1,-0.013623863,
1012.2,-0.008068936,
1012.3,-0.019125601,
1012.4,0.004392246,
1012.5,0.019653115,
1012.6,0.014846589,
1012.7,-0.006235292,
1012.8,0.008530337,
1012.9,-0.002545573,
1013,0.002983346,
1013.1,0.010108277,
1013.2,-0.002541846,
1013.3,0.021384089,
1013.4,-0.013577323,
1013.5,0.026943835,
1013.6,-0.000700215,
1013.7,0.024331674,
1013.8,0.038149144,
1013.9,0.014827938,
1014,0.006663494,
1014.1,0.030704272,
1014.2,0.014840372,
1014.3,0.019630146,
1014.4,-0.004391955,
1014.5,0.006959794,
1014.6,-0.013643808,
1014.7,0.043392507,
1014.8,0.008511897,
1014.9,0.008530337,
1015,-0.006229203,
1015.1,0.008541044,
1015.2,-0.000961081,
1015.3,0.017773293,
1015.4,0.025211517,
1015.5,0.002193361,
1015.6,0.012213547,
1015.7,-0.017274373,
1015.8,-0.018335839,
1015.9,0.012189683,
1016,0.017721279,
1016.1,0.001142711,
1016.2,0.010150588,
1016.3,0.012207581,
1016.4,-0.020947873,
1016.5,-0.00253812,
1016.6,-0.002543089,
1016.7,0.005359259,
1016.8,0.019611006,
1016.9,-0.002539362,
1017,0.011650642,
1017.1,0.003775907,
1017.2,0.001144951,
1017.3,-0.013583972,
1017.4,-0.021091409,
1017.5,0.010125202,
1017.6,0.036157722,
1017.7,0.030644366,
1017.8,-0.002545928,
1017.9,0.006673283,
1018,0.008491077,
1018.1,-0.015164071,
1018.2,-0.004121854,
1018.3,-0.015183153,
1018.4,-0.002553027,
1018.5,0.014815503,
1018.6,0.010358838,
1018.7,-0.015440046,
1018.8,-0.005694874,
1018.9,-0.000698168,
1019,0.015114502,
1019.1,0.020908702,
1019.2,0.006676546,
1019.3,-0.004113221,
1019.4,0.008416125,
1019.5,0.013254631,
1019.6,-0.000699533,
1019.7,0.006948166,
1019.8,0.019611006,
1019.9,0.012243378,
1020,0.010129433,
1020.1,-0.006217026,
1020.2,0.008524388,
1020.3,-0.007285276,
1020.4,0.002987728,
1020.5,0.00114719,
1020.6,0.013304627,
1020.7,0.023383375,
1020.8,0.004832868,
1020.9,0.014846589,
1021,0.00114719,
1021.1,0.003782239,
1021.2,-0.002540604,
1021.3,-0.00253741,
1021.4,0.023372002,
1021.5,-0.004383382,
1021.6,-0.011748744,
1021.7,0.016434315,
1021.8,0.017755955,
1021.9,-0.000699192,
1022,-0.005704429,
1022.1,0.004825782,
1022.2,0.013276851,
1022.3,0.021258628,
1022.4,0.008503569,
1022.5,0.001145511,
1022.6,-0.004116674,
1022.7,0.012207581,
1022.8,0.045371609,
1022.9,0.003798071,
1023,0.006653706,
1023.1,0.004821058,
1023.2,0.019548116,
1023.3,0.010358838,
1023.4,0.012201615,
1023.5,-0.002539362,
1023.6,0.002986267,
1023.7,0.002989189,
1023.8,-0.002542734,
1023.9,0.018000743,
1024,0.04172682,
1024.1,0.013265741,
1024.2,-0.011737249,
1024.3,-0.028381058,
1024.4,-0.024653933,
1024.5,0.016379283,
1024.6,-0.006229203,
1024.7,0.003782239,
1024.8,0.010394293,
1024.9,-0.013570675,
1025,0.010353773,
1025.1,-0.004120128,
1025.2,-0.013564027,
1025.3,0.005339052,
1025.4,-0.002530666,
1025.5,0.00853688,
1025.6,-0.000961081,
1025.7,0.015926011,
1025.8,0.004847039,
1025.9,0.025847416,
1026,-0.000963095,
1026.1,-0.002539362,
1026.2,-0.000697144,
1026.3,-0.011765986,
1026.4,0.034281388,
1026.5,0.045438163,
1026.6,-0.004385525,
1026.7,0.002198888,
1026.8,-0.006987784,
1026.9,-0.005709206,
1027,-0.013643808,
1027.1,0.013249076,
1027.2,0.010394293,
1027.3,0.006686335,
1027.4,0.021415503,
1027.5,-0.013597269,
1027.6,0.00667002,
1027.7,0.003779073,
1027.8,-0.000695438,
1027.9,-0.000698509,
1028,0.006683072,
1028.1,-0.007273073,
1028.2,-0.006238336,
1028.3,-0.002544331,
1028.4,-0.004114947,
1028.5,-0.002540604,
1028.6,0.006673283,
1028.7,0.010368968,
1028.8,0.00693363,
1028.9,-0.000700898,
1029,0.030644366,
1029.1,0.006663494,
1029.2,0.013276851,
1029.3,-0.004387668,
