Time (s),VP+ Power (W)
45.8,0.226490306
45.9,0.228252124
46,0.258729752
46.1,0.225853313
46.2,0.264791532
46.3,0.233491396
46.4,0.23921362
46.5,0.257146257
46.6,0.236327597
46.7,0.267286754
46.8,0.220449037
46.9,0.242904581
47,0.285171509
47.1,0.234019449
47.2,0.246354748
47.3,0.245547455
47.4,0.281522156
47.5,0.287055894
47.6,0.266089867
47.7,0.295989341
47.8,0.251868197
47.9,0.253853463
48,0.290461009
48.1,0.263149793
48.2,0.27376123
48.3,0.25557314
48.4,0.289182716
48.5,0.209890685
48.6,0.259640611
48.7,0.235350172
48.8,0.295767088
48.9,0.255323335
49,0.249919905
49.1,0.248707826
49.2,0.257291015
49.3,0.24671594
49.4,0.266201339
49.5,0.257416819
49.6,0.252255084
49.7,0.229649353
49.8,0.219987662
49.9,0.284932677
50,0.272524729
50.1,0.312880007
50.2,0.300993642
50.3,0.281384639
50.4,0.311653906
50.5,0.285529758
50.6,0.282759808
50.7,0.24400589
50.8,0.317791595
50.9,0.289428443
51,0.264403309
51.1,0.213854118
51.2,0.12455011
51.3,0.122888318
51.4,0.117798659
51.5,0.132907358
51.6,0.154554665
51.7,0.048865271
51.8,0.002980424
51.9,0.002197045
52,0.019549757
52.1,-0.009440622
52.2,-0.013603917
52.3,0.004842315
52.4,0.004105404
52.5,0.012680884
52.6,-0.006217026
52.7,-0.028367202
52.8,0.013287961
52.9,-0.004760302
53,-0.001161495
53.1,-0.002551039
53.2,0.018030907
53.3,0.006945258
53.4,-0.008084718
53.5,0.03245629
53.6,0.043550116
53.7,0.022418804
53.8,0.019572725
53.9,0.01169468
54,0.006942351
54.1,0.017381766
54.2,0.002199809
54.3,0.010318318
54.4,-0.008068936
54.5,0.000618961
54.6,0.011665321
54.7,0.004835229
54.8,0.010379098
54.9,-0.004118401
55,-0.000698168
55.1,0.004821058
55.2,0.004825782
55.3,0.008505353
55.4,0.002993572
55.5,-0.005709206
55.6,0.017755955
55.7,0.008549372
55.8,0.014771984
55.9,-0.009911714
56,0.00061948
56.1,0.017781963
56.2,0.034382058
56.3,0.008486913
56.4,0.003782239
56.5,0.006962701
56.6,-0.017282824
56.7,-0.010856939
56.8,0.002983346
56.9,-0.004383382
57,0.00482342
57.1,0.035442075
57.2,-0.006232248
57.3,0.01400319
57.4,0.019539913
57.5,0.017738617
57.6,0.03384508
57.7,0.004830506
57.8,-0.000959469
57.9,-0.000696121
58,0.006951073
58.1,0.01588717
58.2,-0.006229203
58.3,0.004366606
58.4,0.01295391
58.5,0.004830506
58.6,-0.00730053
58.7,0.025119467
58.8,0.006679809
58.9,0.019601436
59,0.006942351
59.1,-0.002533151
59.2,0.006650443
59.3,0.021143384
59.4,0.010353773
59.5,0.023315141
59.6,-0.000960678
59.7,0.014064994
59.8,0.008507733
59.9,0.021446916
60,0.039636853
60.1,0.004377824
60.2,0.004825782
60.3,-0.000699192
60.4,0.00377749
60.5,0.002978963
60.6,0.030590879
60.7,-0.013544081
60.8,0.023178674
60.9,0.01169468
61,-0.006238336
61.1,-0.002545573
61.2,-0.007285276
61.3,-0.015462695
61.4,0.013243521
61.5,0.017755955
61.6,0.008528552
61.7,-0.016373435
61.8,0.022353274
61.9,-0.000698168
62,-0.013630511
62.1,0.002992111
62.2,-0.017274373
62.3,0.005365994
62.4,0.014010058
62.5,0.010389228
62.6,0.014834155
62.7,0.01126368
62.8,0.00114775
62.9,0.011714252
63,-0.010425098
63.1,0.00114663
63.2,-0.004387668
63.3,-0.01911625
63.4,0.002201651
63.5,0.015871634
63.6,0.006942351
63.7,-0.008039346
63.8,0.010087122
63.9,-0.000964303
64,-0.0025493
64.1,-0.019134953
64.2,0.025137877
64.3,0.014846589
64.4,-0.000697827
64.5,-0.004123581
64.6,0.018008284
64.7,0.002985537
64.8,0.019572725
64.9,0.018000743
65,0.014037526
65.1,0.041645289
65.2,-0.000961483
65.3,-0.004389811
65.4,0.014099329
65.5,0.022760353
65.6,0.008520224
65.7,0.002993572
65.8,-0.030226539
65.9,0.00299065
66,0.012237412
66.1,-0.007294428
66.2,-0.002540604
66.3,0.019621943
66.4,0.015933779
66.5,0.017790632
66.6,0.019572725
66.7,0.043528832
66.8,0.036210761
66.9,0.004844677
67,0.008528552
67.1,-0.009911714
67.2,0.005357013
67.3,-0.00253812
67.4,0.010353773
67.5,-0.002548058
67.6,0.004839953
67.7,0.019654755
67.8,0.03062939
67.9,0.021520215
68,0.002212705
68.1,0.014044393
68.2,0.014840372
68.3,0.008561864
68.4,0.025125604
68.5,0.021143384
68.6,0.001143831
68.7,0.005361504
68.8,0.001144951
68.9,0.01405126
69,0.015879402
69.1,-0.000962289
69.2,0.014030659
69.3,0.006686335
69.4,0.016420557
69.5,-0.013597269
69.6,0.000617665
69.7,0.006689598
69.8,0.033638475
69.9,-0.009940792
70,0.015926011
70.1,-0.007282225
70.2,0.012183717
70.3,0.015894938
70.4,0.024331674
70.5,-0.002544331
70.6,0.004849401
70.7,0.006948166
70.8,-0.013627187
70.9,-0.012017745
71,-0.00622007
71.1,-0.004383382
71.2,0.000618961
71.3,-0.004757513
71.4,0.0112885
71.5,-0.009201519
71.6,0.002201651
71.7,0.012189683
71.8,-0.002542095
71.9,0.00114663
72,0.010348708
72.1,-0.005706817
72.2,0.012189683
72.3,0.002989189
72.4,0.032316904
72.5,0.016406799
72.6,0.006653706
72.7,0.010074429
72.8,-0.008045264
72.9,0.008545208
73,-0.002545573
73.1,0.030642227
73.2,0.012183717
73.3,0.001143831
73.4,-0.004379095
73.5,0.006942351
73.6,0.005354768
73.7,-0.006235292
73.8,0.00022389
73.9,0.011709359
74,0.001149989
74.1,0.021467859
74.2,0.024382618
74.3,0.014030659
74.4,0.002199809
74.5,0.028772537
74.6,0.016351767
74.7,0.015185616
74.8,0.0112885
74.9,0.025101057
75,0.008511897
75.1,0.004842315
75.2,-0.00530477
75.3,0.00299065
75.4,0.012207581
75.5,0.001144391
75.6,0.022722245
75.7,0.011704466
75.8,0.019572725
75.9,-0.004135668
76,0.036122363
76.1,0.011684894
76.2,0.024341863
76.3,0.037394573
76.4,0.002983346
76.5,0.000617406
76.6,0.003774324
76.7,0.006666757
76.8,0.012213547
76.9,0.008541044
77,0.006696124
77.1,-0.005716372
77.2,0.006666757
77.3,0.00299065
77.4,0.000618702
77.5,0.010399358
77.6,0.008524388
77.7,0.028976817
77.8,0.030659343
77.9,-0.00069885
78,0.018038448
78.1,0.010733688
78.2,0.016833215
78.3,0.019582295
78.4,0.008511897
78.5,0.021384089
78.6,-0.005697262
78.7,-0.000698168
78.8,-0.020968379
78.9,0.008532716
79,0.019589131
79.1,0.028842914
79.2,0.025858266
79.3,0.024093945
79.4,-0.000699192
79.5,-0.003922687
79.6,0.010343643
79.7,0.017755955
79.8,0.003009641
79.9,0.011699573
80,0.032879261
80.1,0.0112885
80.2,0.015957083
80.3,0.019563155
80.4,0.013276851
80.5,-0.009960178
80.6,0.006673283
80.7,-0.015214956
80.8,0.005751894
80.9,0.010414553
81,0.003769574
81.1,0.002981885
81.2,0.023224163
81.3,0.011684894
81.4,0.010389228
81.5,0.006942351
81.6,0.015840562
81.7,0.001142152
81.8,0.004821058
81.9,0.017686602
82,0.011675108
82.1,-0.004394098
82.2,0.021467859
82.3,0.000617665
82.4,0.010333513
82.5,0.024392807
82.6,0.002993572
82.7,0.014037526
82.8,0.014064994
82.9,0.010374033
83,-0.006241381
83.1,-0.002552317
83.2,-0.008076827
83.3,-0.002545573
83.4,0.022788934
83.5,0.012201615
83.6,0.012195649
83.7,-0.015170432
83.8,0.030689295
83.9,-0.019948749
84,0.004839953
84.1,0.01169468
84.2,0.012938726
84.3,0.010095584
84.4,0.027036055
84.5,0.024290918
84.6,0.008503569
84.7,0.006948166
84.8,0.0380005
84.9,-0.008862411
85,-0.009921407
85.1,0.008528552
85.2,0.025966776
85.3,0.010389228
85.4,0.002993572
85.5,0.012213547
85.6,0.000617406
85.7,-0.000961483
85.8,-0.017316626
85.9,0.008541044
86,0.009876365
86.1,-0.002537623
86.2,0.013243521
86.3,-0.000699533
86.4,0.006951073
86.5,-0.002540604
86.6,0.012249344
86.7,0.012219513
86.8,-0.010817212
86.9,0.008494646
87,0.027036055
87.1,0.001144951
87.2,0.003779073
87.3,0.008526768
87.4,-0.004389811
87.5,-0.008084718
87.6,-0.006213982
87.7,0.010399358
87.8,-0.005312552
87.9,-0.004400528
88,-0.019965442
88.1,0.014852806
88.2,0.019601436
88.3,-0.000699192
88.4,-0.008084718
88.5,-0.018358893
88.6,-0.00619876
88.7,0.025051964
88.8,0.001878749
88.9,0.043528832
89,0.027504882
89.1,-0.004779819
89.2,0.006939444
89.3,-0.007297479
89.4,0.006699387
89.5,0.034214274
89.6,0.021373618
89.7,0.013254631
89.8,-0.015417398
89.9,-0.035710598
90,0.002993572
90.1,0.041624907
90.2,0.033745954
90.3,0.021178844
90.4,0.01295391
90.5,-0.00530088
90.6,0.004098198
90.7,0.002993572
90.8,0.020985546
90.9,-0.024653933
91,0.001144391
91.1,-0.005709206
91.2,-0.00622007
91.3,0.017755955
91.4,0.014834155
91.5,0.015871634
91.6,0.038494714
91.7,0.014099329
91.8,0.00114607
91.9,0.041604524
92,-0.000700215
92.1,-0.004391955
92.2,0.019649287
92.3,0.011684894
92.4,-0.000696462
92.5,0.003782239
92.6,0.00667002
92.7,-0.01359157
92.8,-0.006253558
92.9,-0.035972511
93,-0.013630511
93.1,0.008530337
93.2,-0.000697485
93.3,-0.007273073
93.4,0.014030659
93.5,0.014037526
93.6,-0.004114947
93.7,0.01646871
93.8,0.008526054
93.9,-0.021091409
94,0.013304627
94.1,0.004856486
94.2,-0.002539362
94.3,0.001151669
94.4,0.00061948
94.5,0.004839953
94.6,0.015871634
94.7,0.013254631
94.8,-0.000697144
94.9,0.022271361
95,0.026943835
95.1,0.012231446
95.2,-0.000961483
95.3,0.017738617
95.4,0.006666757
95.5,-0.000961081
95.6,0.003000876
95.7,0.005374975
95.8,0.006676546
95.9,0.037851856
96,0.011680001
96.1,0.021161114
96.2,0.004830506
96.3,0.014092462
96.4,-0.002541846
96.5,0.012237412
96.6,0.005343543
96.7,0.024290918
96.8,0.012183717
96.9,0.012189683
97,0.015840562
97.1,-0.004120128
97.2,0.006315825
97.3,0.002993206
97.4,0.008516061
97.5,0.006686335
97.6,0.002206257
97.7,0.006689598
97.8,0.001143271
97.9,0.010802924
98,0.006692861
98.1,-0.009940792
98.2,0.012219513
98.3,-0.000962289
98.4,-0.000965914
98.5,0.010384163
98.6,0.00664718
98.7,-0.006213982
98.8,-0.005678152
98.9,0.000223398
99,-0.005709206
99.1,0.008528552
99.2,0.003783823
99.3,-0.006217026
99.4,-0.00991656
99.5,0.010095584
99.6,-0.008084718
99.7,0.017764624
99.8,0.001144391
99.9,0.005756113
100,-0.028297918
100.1,-0.013642858
100.2,-0.000698509
100.3,-0.002541846
100.4,-0.004389811
100.5,0.014840372
100.6,0.021425974
100.7,0.017993202
100.8,-0.002535635
100.9,0.004825782
101,0.010424683
101.1,0.019524874
101.2,0.005365994
101.3,-0.004751937
101.4,0.010125202
101.5,0.008512491
101.6,-0.004383382
101.7,0.004825782
101.8,-0.000698168
101.9,0.015840562
102,0.005354768
102.1,-0.006983698
102.2,0.007141826
102.3,0.015132281
102.4,0.028814763
102.5,0.004379426
102.6,0.002986267
102.7,0.004830506
102.8,0.00114775
102.9,0.004090993
103,0.006323224
103.1,-0.003935634
103.2,0.023246908
103.3,0.03436528
103.4,0.014846589
103.5,0.015863866
103.6,0.036157722
103.7,0.003769574
103.8,0.010358838
103.9,0.01131332
104,0.019611006
104.1,0.006679809
104.2,-0.00253812
104.3,0.003774324
104.4,0.008553536
104.5,0.008512491
104.6,-0.008076827
104.7,-0.004118401
104.8,0.002989189
104.9,-0.008068936
105,0.028418057
105.1,0.018000743
105.2,0.023281025
105.3,0.017985661
105.4,-0.006232248
105.5,-0.002541846
105.6,0.011665321
105.7,-0.002534393
105.8,0.010099815
105.9,0.012938726
106,0.030569484
106.1,0.002996493
106.2,0.022760353
106.3,0.014023792
106.4,-0.005685319
106.5,-0.011754491
106.6,-0.004385525
106.7,-0.024665988
106.8,-0.004125308
106.9,0.011689787
107,-0.024690097
107.1,0.002192439
107.2,-0.015447596
107.3,-0.017308175
107.4,-0.023093751
107.5,-0.008064991
107.6,0.014815503
107.7,0.010099815
107.8,-0.000697485
107.9,0.010389228
108,-0.0080571
108.1,-0.002544331
108.2,0.004835229
108.3,-0.008880974
108.4,0.010353773
108.5,0.032424535
108.6,-0.002539539
108.7,-0.000700215
108.8,0.027009706
108.9,0.016420557
109,0.033393556
109.1,0.014071861
109.2,0.011684894
109.3,0.001142711
109.4,0.017993202
109.5,0.008508922
109.6,0.026237477
109.7,0.001145511
109.8,0.008530337
109.9,-0.01359062
110,0.037963339
110.1,0.021161114
110.2,0.025879968
110.3,0.019591866
110.4,-0.017308175
110.5,-0.008064991
110.6,-0.008862411
110.7,-0.011760239
110.8,0.016413678
110.9,0.019572725
111,0.019572725
111.1,0.002978963
111.2,0.019553585
111.3,0.010091353
111.4,-0.00069885
111.5,0.004830506
111.6,-0.002550187
111.7,0.002995033
111.8,0.005352523
111.9,-0.002542095
112,0.00854729
112.1,0.014852806
112.2,-0.004120128
112.3,0.004105404
112.4,-0.004121854
112.5,0.008511897
112.6,0.00299065
112.7,0.010087122
112.8,0.004835229
112.9,0.01797812
113,0.00854729
113.1,-0.021009389
113.2,-0.011765986
113.3,0.010358838
113.4,-0.004389811
113.5,0.006922001
113.6,0.006924908
113.7,0.006683072
113.8,0.010379098
113.9,-0.008100499
114,0.014095896
114.1,-0.002543089
114.2,0.003780656
114.3,0.004837591
114.4,0.010368968
114.5,0.00851963
114.6,0.010348708
114.7,0.00114607
114.8,-0.010442596
114.9,0.008532716
115,0.023924995
115.1,-0.008072882
115.2,0.000618443
115.3,0.023939074
115.4,0.029062041
115.5,0.023303769
115.6,0.008516061
115.7,-0.004383382
115.8,-0.011788976
115.9,0.014840372
116,0.004076582
116.1,0.014092462
116.2,0.005365994
116.3,0.002983346
116.4,-0.000960275
116.5,0.002993572
116.6,-0.008064991
116.7,-0.004120128
116.8,0.008520224
116.9,0.005354768
117,0.019572725
117.1,0.013226856
117.2,0.001145511
117.3,0.027009706
117.4,0.028758462
117.5,0.01588717
117.6,0.021161114
117.7,0.016441194
117.8,0.015926011
117.9,0.012213547
118,0.044645828
118.1,0.017729948
118.2,0.012231446
118.3,0.002197045
118.4,0.015964851
118.5,0.013254631
118.6,0.01588717
118.7,0.022693664
118.8,0.012207581
118.9,0.010384163
119,0.00297458
119.1,-0.019982136
119.2,0.015918243
119.3,0.013265741
119.4,0.01588717
119.5,-0.006235292
119.6,-0.010460095
119.7,0.010338578
119.8,0.014064994
119.9,0.021223169
120,0.027049229
120.1,0.025088784
120.2,0.017695271
120.3,0.03224941
120.4,0.002198888
120.5,-0.017291274
120.6,0.012219513
120.7,0.006945258
120.8,0.0085577
120.9,0.00538171
121,0.042052941
121.1,0.014023792
121.2,0.013276851
121.3,0.012201615
121.4,0.019611006
121.5,-0.019134953
121.6,0.00695398
121.7,0.008528552
121.8,-0.015214956
121.9,0.006686335
122,0.015902706
122.1,-0.015817877
122.2,0.014085595
122.3,0.021436445
122.4,0.006683072
122.5,0.00114663
122.6,0.035397606
122.7,0.025125604
122.8,-0.004383382
122.9,0.029049866
123,0.015825025
123.1,-0.017316626
123.2,0.013299072
123.3,0.014037526
123.4,-0.021458852
123.5,-0.002540604
123.6,0.015871634
123.7,0.008516061
123.8,0.00667002
123.9,0.010053273
124,0.041991793
124.1,-0.008862411
124.2,-0.009185369
124.3,0.012207581
124.4,0.021099059
124.5,0.012231446
124.6,-0.012007672
124.7,0.008537475
124.8,0.010727393
124.9,-0.004120128
125,0.010721099
125.1,-0.004751937
125.2,-0.003925564
125.3,0.008511897
125.4,0.008516061
125.5,-0.000699874
125.6,0.000618184
125.7,-0.002550542
125.8,0.023303769
125.9,0.005361504
126,0.019649287
126.1,0.01588717
126.2,-0.002544863
126.3,0.003779073
126.4,-0.006979613
126.5,0.018015825
126.6,0.006663494
126.7,-0.007276124
126.8,0.008549372
126.9,-0.013614365
127,0.008516061
127.1,-0.00253741
127.2,0.021784058
127.3,0.013260186
127.4,-0.007294428
127.5,0.006676546
127.6,0.010353773
127.7,0.016393041
127.8,0.00853688
127.9,0.012961502
128,0.019607178
128.1,0.021520215
128.2,0.002987728
128.3,0.011680001
128.4,-0.000698509
128.5,0.001143831
128.6,0.021116789
128.7,-0.006217026
128.8,0.014834155
128.9,0.002980424
129,0.001143831
129.1,0.03062939
129.2,-0.000962289
129.3,-0.020906863
129.4,-0.005690096
129.5,0.008524388
129.6,0.014827938
129.7,-0.008076827
129.8,-0.004111494
129.9,-0.024605715
130,-0.035850285
130.1,-0.008080772
130.2,0.011660428
130.3,0.010353773
130.4,0.002192439
130.5,0.023315141
130.6,0.014064994
130.7,0.019572725
130.8,0.008526768
130.9,0.00377274
131,-0.000698168
131.1,-0.013597269
131.2,0.033816759
131.3,0.004837591
131.4,0.006312126
131.5,0.002993206
131.6,0.015871634
131.7,0.008516061
131.8,0.019580928
131.9,0.001143831
132,0.006959794
132.1,0.041747202
132.2,0.006930723
132.3,0.017799301
132.4,0.008495241
132.5,0.003763242
132.6,-0.006213982
132.7,-0.008064991
132.8,0.008541044
132.9,-0.005697262
133,-0.000697144
133.1,0.012213547
133.2,0.019611006
133.3,0.002992111
133.4,-0.007279175
133.5,-0.006247469
133.6,0.004851763
133.7,0.005370484
133.8,0.014078728
133.9,0.023246908
134,0.000617665
134.1,-0.006250513
134.2,0.002989189
134.3,-0.004385525
134.4,0.005361504
134.5,-0.012022782
134.6,-0.006226159
134.7,0.002987728
134.8,0.008499405
134.9,0.000618443
135,-0.002540604
135.1,0.001144951
135.2,0.014877674
135.3,0.008523199
135.4,-0.011359213
135.5,0.01127609
135.6,0.023246908
135.7,0.004832868
135.8,0.010394293
135.9,0.002204415
136,0.017738617
136.1,0.00573502
136.2,-0.006975527
136.3,0.002196124
136.4,0.002194282
136.5,0.013968855
136.6,0.026864789
136.7,-0.000959872
136.8,-0.011777481
136.9,-0.004411244
137,0.00851963
137.1,0.056428274
137.2,0.023269652
137.3,0.017729948
137.4,0.019515304
137.5,0.015894938
137.6,0.004832868
137.7,0.016441194
137.8,-0.004379095
137.9,0.003779073
138,0.012159853
138.1,-0.006207893
138.2,-0.002541669
138.3,-0.017333527
138.4,-0.000700898
138.5,0.010095584
138.6,0.018015825
