19,5,15,0,18,9,1,46.7228546142,-117.0017776489
19,5,15,0,29,58,1,46.7173042297,-116.9919738769
19,5,15,15,13,20,1,46.7294578552,-117.0123443603
19,5,15,15,24,11,1,46.7294921875,-117.0119934082
19,5,15,15,35,3,0,46.7295150756,-117.0121612548
19,5,15,15,46,25,1,46.7294921875,-117.0121841430
19,5,15,15,57,19,1,46.7294769287,-117.0122146606
19,5,15,16,8,11,1,46.7294654846,-117.0122528076
19,5,15,16,19,2,1,46.7294883728,-117.0122985839
19,5,15,16,30,25,1,46.7294692993,-117.0121765136
19,5,15,16,41,17,1,46.7294921875,-117.0122604370
19,5,15,16,52,12,1,46.7294387817,-117.0121841430
19,5,15,17,3,4,1,46.7289199829,-117.0120849609
19,5,15,17,14,34,1,46.7294197082,-117.0122146606
0,0,0,0,0,0,0,0,0
19,6,14,14,6,55,1,45.4244079589,-117.2765960693
19,6,14,14,17,54,1,45.4167366027,-117.2563247680
19,6,14,14,28,47,1,45.4217529296,-117.1250991821
19,6,14,14,39,42,1,45.4907264709,-117.0410003662
19,6,14,14,50,32,1,45.5593147277,-116.9848556518
19,6,14,15,1,27,1,45.5759925842,-116.9677047729
19,6,14,15,12,37,1,45.5762481689,-116.9665679931
19,6,14,15,23,56,1,45.5770492553,-116.9659881591
19,6,14,15,34,52,1,45.5769081115,-116.9662246704
19,6,14,15,45,51,1,45.5769805908,-116.9660949707
19,6,14,15,56,40,1,45.5769691467,-116.9661712646
19,6,14,16,7,33,1,45.5769462585,-116.9662704467
19,6,14,16,18,22,1,45.5770301818,-116.9664688110
19,6,14,16,29,34,1,45.5769844055,-116.9663772583
19,6,14,16,40,25,1,45.5769729614,-116.9661941528
19,6,14,16,51,14,1,45.5770034790,-116.9662094116
19,6,14,17,2,7,1,45.5770454406,-116.9662628173
19,6,14,17,13,0,1,45.5769844055,-116.9662322998
19,6,14,17,23,49,1,45.5769996643,-116.9662475585
19,6,14,17,35,1,1,45.5769805908,-116.9662475585
19,6,14,17,45,49,1,45.5769424438,-116.9665527343
19,6,14,17,56,41,1,45.5769958496,-116.9662857055
19,6,14,18,8,2,1,45.5770072937,-116.9662246704
19,6,14,18,18,51,1,45.5769042968,-116.9663085937
19,6,14,18,29,47,1,45.5767974853,-116.9662094116
19,6,14,18,40,41,1,45.5768013000,-116.9661712646
19,6,14,18,51,35,1,45.5767974853,-116.9662857055
19,6,14,19,2,41,1,45.5753173828,-116.9677810668
19,6,14,19,13,37,1,45.5761032104,-116.9692077636
19,6,14,19,24,31,1,45.5763626098,-116.9693679809
19,6,14,19,35,27,1,45.5766067504,-116.9694213867
19,6,14,19,46,19,0,45.5725402832,-116.9679336547
19,6,14,19,57,12,1,45.5680007934,-116.9701614379
19,6,14,20,8,7,1,45.5652961730,-116.9734954833
19,6,14,20,19,11,1,45.5632019042,-116.9740142822
19,6,14,20,30,12,1,45.5599060058,-116.9711608886
19,6,14,20,41,33,1,45.5572738647,-116.9666671752
19,6,14,20,52,28,1,45.5570297241,-116.9666595458
19,6,14,21,3,22,1,45.5573577880,-116.9667816162
19,6,14,21,14,17,1,45.5624198913,-116.9728012084
19,6,14,21,25,11,1,45.5633811950,-116.9745407104
19,6,14,21,36,6,0,45.5634040832,-116.9747467041
19,6,14,21,47,12,1,45.5634269714,-116.9748764038
19,6,14,21,58,40,1,45.5634803771,-116.9748764038
19,6,14,22,10,45,1,45.5635528564,-116.9748001098
19,6,14,22,21,37,1,45.5633850097,-116.9750823974
19,6,14,22,32,28,1,45.5635566711,-116.9747619628
19,6,14,22,43,19,1,45.5635299682,-116.9747619628
19,6,14,22,55,1,1,45.5634689331,-116.9749145507
19,6,14,23,5,51,1,45.5634689331,-116.9748992919
19,6,14,23,16,43,1,45.5629348754,-116.9731597900
19,6,14,23,27,35,0,45.5625267028,-116.9725189208
19,6,14,23,38,29,1,45.5625381469,-116.9719314575
19,6,14,23,49,28,1,45.5626869201,-116.9722518920
19,6,15,0,0,25,1,45.5626869201,-116.9723510742
19,6,15,0,25,31,1,45.5624389648,-116.9716873168
19,6,15,0,36,31,1,45.5622177124,-116.9715881347
19,6,15,0,47,29,1,45.5621948242,-116.9715118408
19,6,15,0,58,28,1,45.5622406005,-116.9713897705
19,6,15,1,9,22,1,45.5631980895,-116.9735946655
19,6,15,1,20,22,1,45.5634422302,-116.9741210937
19,6,15,1,31,16,1,45.5633811950,-116.9740295410
19,6,15,1,42,36,1,45.5618286132,-116.9717407226
19,6,15,1,53,43,1,45.5615539550,-116.9717636108
19,6,15,2,18,1,1,45.5602836608,-116.9719161987
19,6,15,2,29,39,1,45.5594825744,-116.9715576171
19,6,15,2,41,3,1,45.5600433349,-116.9713897705
19,6,15,2,51,59,1,45.5603523254,-116.9713897705
19,6,15,3,4,18,1,45.5612525939,-116.9722747802
19,6,15,3,15,23,1,45.5608100891,-116.9728240966
19,6,15,3,26,34,1,45.5608177185,-116.9728622436
19,6,15,3,38,21,1,45.5607757568,-116.9730072021
19,6,15,3,50,3,1,45.5605278015,-116.9729690551
19,6,15,4,1,7,1,45.5605239868,-116.9730300903
19,6,15,4,12,11,1,45.5605773925,-116.9730300903
19,6,15,4,23,21,1,45.5605812072,-116.9730300903
19,6,15,4,34,23,1,45.5604743957,-116.9729385375
19,6,15,4,45,33,1,45.5605239868,-116.9730682373
19,6,15,4,56,28,1,45.5604400634,-116.9729919433
19,6,15,5,7,25,1,45.5606689453,-116.9731369018
19,6,15,5,18,21,1,45.5610580444,-116.9730072021
19,6,15,5,29,21,1,45.5614700317,-116.9731369018
19,6,15,5,40,40,1,45.5613288879,-116.9731979370
19,6,15,5,51,41,1,45.5614929199,-116.9731445312
19,6,15,6,3,29,1,45.5614967346,-116.9731216430
19,6,15,6,15,1,1,45.5614891052,-116.9731216430
19,6,15,6,26,8,1,45.5613861083,-116.9732971191
19,6,15,6,37,30,1,45.5615310668,-116.9731597900
19,6,15,6,48,51,1,45.5615348815,-116.9731445312
19,6,15,6,59,53,1,45.5614967346,-116.9731369018
19,6,15,7,12,33,1,45.5614662170,-116.9731216430
19,6,15,7,23,25,1,45.5614356994,-116.9730682373
19,6,15,7,34,19,1,45.5615119934,-116.9731979370
19,6,15,7,45,11,0,45.5615043640,-116.9731597900
19,6,15,7,56,13,1,45.5614738464,-116.9731597900
19,6,15,8,20,14,1,45.5613212585,-116.9729385375
19,6,15,8,31,18,1,45.5615882873,-116.9732360839
19,6,15,8,42,56,1,45.5614814758,-116.9731216430
19,6,15,8,54,2,1,45.5615348815,-116.9732894897
19,6,15,9,5,7,1,45.5614624023,-116.9732131958
19,6,15,9,16,36,1,45.5615959167,-116.9732131958
19,6,15,9,27,31,0,45.5615310668,-116.9732208251
19,6,15,9,38,40,1,45.5615730285,-116.9732513427
19,6,15,9,50,8,1,45.5615043640,-116.9730453491
19,6,15,10,14,26,1,45.5615043640,-116.9731597900
19,6,15,10,25,28,1,45.5615158081,-116.9731369018
19,6,15,10,36,32,1,45.5615386962,-116.9731369018
19,6,15,10,47,37,1,45.5615577697,-116.9731445312
19,6,15,10,59,0,1,45.5616722106,-116.9730300903
19,6,15,11,10,25,1,45.5613975524,-116.9729919433
19,6,15,11,21,22,1,45.5613403320,-116.9730834960
19,6,15,11,46,34,1,45.5594100952,-116.9726486206
19,6,15,11,58,3,1,45.5592880249,-116.9725952148
19,6,15,12,9,56,1,45.5586853027,-116.9721221923
19,6,15,12,21,49,1,45.5570297241,-116.9719543457
19,6,15,12,33,7,1,45.5568504333,-116.9713058471
19,6,15,12,44,31,1,45.5564270019,-116.9695358276
19,6,15,12,55,55,1,45.5558738708,-116.9694442749
19,6,15,13,7,3,1,45.5496406555,-116.9659805297
19,6,15,13,18,8,1,45.5487098693,-116.9613037109
19,6,15,13,29,8,1,45.5482368469,-116.9608840942
19,6,15,13,40,2,0,45.5482597351,-116.9605407714
19,6,15,13,51,7,1,45.5483283996,-116.9604873657
19,6,15,14,2,52,1,45.5482902526,-116.9606399536
19,6,15,14,13,49,1,45.5482521057,-116.9606399536
19,6,15,14,24,43,1,45.5482711791,-116.9605865478
19,6,15,14,35,43,1,45.5482597351,-116.9605636596
19,6,15,14,46,46,1,45.5482368469,-116.9606704711
19,6,15,14,57,52,1,45.5482597351,-116.9605865478
19,6,15,15,9,2,1,45.5482177734,-116.9605636596
19,6,15,15,19,58,0,45.5482368469,-116.9605865478
19,6,15,15,30,58,1,45.5482482910,-116.9606170654
19,6,15,15,41,58,1,45.5482482910,-116.9605484008
19,6,15,15,53,1,1,45.5482521057,-116.9605789184
19,6,15,16,3,53,0,45.5482254028,-116.9605255126
19,6,15,16,15,5,1,45.5483169555,-116.9603195190
19,6,15,16,26,57,1,45.5482292175,-116.9605407714
19,6,15,16,38,9,1,45.5483169555,-116.9642105102
