,60000,0,60000
,60000,0,60000
,60000,0,60000
,60000,0,60000
,60000,0,60000
,60000,0,60000
,60000,0,60000
,60000,0,60000
,60000,0,60000
769,42.564831,-113.791470,4,270418,14004900,49861,60010,60027
242,42.564289,-113.792460,5,270418,14050200,7428,18580,18554
242,42.564243,-113.790000,5,270418,14095700,11020,19167,19142
241,42.568104,-113.774710,5,270418,14143400,1616,1767,1740
240,42.568604,-113.647830,5,270418,14193000,3199,3350,3323
233,42.569141,-113.516010,5,270418,14250100,19797,39963,39936
201,42.520943,-113.431050,6,270418,14292000,3374,4520,4495
208,42.468288,-113.403850,5,270418,14341400,3952,3977,3951
200,42.392876,-113.383480,6,270418,14391000,2541,5690,5663
210,42.317593,-113.369640,5,270418,14440000,1143,1294,1268
201,42.251286,-113.367740,6,270418,14485500,1703,1854,1828
214,42.208687,-113.386910,5,270418,14535000,2280,2305,2279
202,42.195732,-113.420030,6,270418,14584400,1841,1983,1957
202,42.195858,-113.419920,6,270418,15033800,1411,1436,1410
201,42.195610,-113.420160,6,270418,15083200,100,1127,1099
226,42.195637,-113.420050,5,270418,15132600,561,703,676
227,42.195793,-113.420040,5,270418,15182000,151,293,268
197,42.195820,-113.419850,6,270418,15232000,5714,5740,5713
223,42.195637,-113.420050,5,270418,15281000,1296,1322,1296
193,42.195690,-113.420030,6,270418,15331700,1884,14019,13993
210,42.195728,-113.420060,5,270418,15380000,1452,2592,2566
187,42.195499,-113.420260,6,270418,15425400,2040,2183,2156
213,42.195599,-113.420170,3,270418,15474900,2636,2663,2635
187,42.195580,-113.419910,5,270418,15524300,2230,2371,2345
180,42.196205,-113.419540,5,270418,15575000,14836,14861,14835
173,42.196266,-113.419420,5,270418,16023600,5416,6560,6535
168,42.196022,-113.419590,5,270418,16072500,1018,1166,1139
163,42.196136,-113.419490,5,270418,16122200,1624,3752,3727
159,42.195965,-113.419270,5,270418,16172000,6229,7371,7344
231,42.196075,-113.419220,3,270418,16220900,1874,1900,1873
238,42.196060,-113.419260,4,270418,16270300,1426,1450,1425
240,42.196026,-113.419090,4,270418,16320000,4028,4169,4143
236,42.196198,-113.419060,4,270418,16365600,5631,5656,5630
238,42.196102,-113.419270,4,270418,16415900,14226,14374,14347
245,42.196152,-113.419340,4,270418,16464400,4821,4846,4820
256,42.196095,-113.419240,4,270418,16515000,8422,16456,60000
157,42.196011,-113.419290,5,270418,16572000,3037,52210,52184
155,42.196140,-113.419340,5,270418,17012300,649,674,648
169,42.196075,-113.419160,3,270418,17061800,1270,1295,1269
154,42.197060,-113.418950,5,270418,17111300,1857,1882,1856
155,42.198185,-113.421560,5,270418,17160900,3465,3606,3580
158,42.198189,-113.422840,5,270418,17210200,2082,2224,2198
180,42.198189,-113.423420,3,270418,17255600,1701,1728,1701
166,42.198109,-113.423510,5,270418,17305200,3312,3338,3311
172,42.198219,-113.423390,5,270418,17354500,1955,2105,2078
179,42.198166,-113.423550,5,270418,17404000,2556,2704,2677
186,42.198174,-113.423470,5,270418,17453200,164,311,285
372,42.198071,-113.423480,4,270418,17512500,7780,59959,60003
231,42.198105,-113.423400,3,270418,17561600,3410,56585,56559
,60000,0,60000
181,42.198036,-113.423470,5,270418,18055200,43682,43708,43681
192,42.198235,-113.423530,5,270418,18102700,24298,24442,24415
206,42.197903,-113.423420,5,270418,18151700,19916,19942,19915
214,42.198368,-113.423510,6,270418,18201000,18535,18560,18534
237,42.197937,-113.423440,6,270418,18245800,12138,12164,12137
80,42.198120,-113.423460,10,270418,18300100,12743,20897,20870
94,42.197983,-113.423510,8,270418,18343500,358,501,475
151,42.197971,-113.423550,6,9999,9999,109,130,108
175,42.197983,-113.423550,5,270418,18442300,264,407,381
176,42.198055,-113.423460,6,270418,18491800,205,347,320
110,42.198036,-113.423480,7,270418,18541300,803,946,919
111,42.198002,-113.423550,7,270418,18590600,239,387,360
133,42.198029,-113.423550,7,270418,19040300,2025,2172,2146
174,42.197945,-113.423690,4,270418,19085700,1618,1644,1618
179,42.198296,-113.423350,6,270418,19135200,2238,2385,2357
198,42.198071,-113.423520,4,270418,19184600,1857,1882,1856
123,42.198185,-113.423470,6,270418,19233900,465,607,581
124,42.198044,-113.423580,6,270418,19283400,1079,1220,1194
221,42.198017,-113.423520,3,270418,19332900,1694,1720,1693
131,42.198017,-113.423580,5,270418,19382200,327,469,443
205,42.197922,-113.423710,5,270418,19431700,931,1074,1048
179,42.198059,-113.423840,7,270418,19483100,605,20702,20677
195,42.197994,-113.423940,5,270418,19530600,1167,1192,1167
179,42.198120,-113.423910,7,270418,19580000,786,928,902
189,42.198208,-113.424060,6,270418,20025400,614,638,613
